설문연도,식별자,졸업 여부를 작성해주세요.,입학연도를 작성해주세요. (졸업생은 졸업연도),현재 취직을 하셨나요?,문헌정보가 아닌 다른 주전공을 이수하고 있나요?,입학 당시 희망진로가 있었나요?,입학 당시 희망진로의 종류는 무엇인가요?,현재 희망진로가 있나요?,현재 희망진로의 종류는 무엇인가요?,현재 희망진로가 없는 이유는 무엇인가요?,"입학 당시와 현재의 희망진로가 다르다면, 그 이유가 무엇인가요?",입학 당시와 현재의 희망진로가 달라는 것에 영향을 준 것이 무엇인가요?,평소 진로 관련 고민이 있다면 무엇인가요?,평소 진로 관련 고민을 어떤 방식으로 해결하나요?,문헌정보학과 교육과정에서 가장 흥미있는 주제는 무엇인가요?,문헌정보학과에 추가로 개설되었으면 하는 교육과정이 있다면 서술하세요.,다전공 이수의 장점은 무엇인가요?,다전공 이수의 단점은 무엇인가요?,취업 시 다전공 이수가 도움이 된다고 생각하나요?,학부 과정에서 선택한 다전공이 있나요?,선택한 다전공은 무엇인가요?,"자기설계를 선택했거나 2개 이상 이수한 경우, 전공을 구성하는 학과를 모두 작성해주세요.",해당 다전공을 선택한 이유는 무엇인가요?,다전공을 이수하면서 겪은 어려움과 문제점이 있다면 무엇인가요?,다전공을 이수하지 않은 이유는 무엇인가요?,평소 취업 관련 정보를 얻는 방법은 무엇인가요?,문헌정보학과에서 취업 관련 정보 공유가 적절히 되고 있다고 생각하나요? (졸업생은 재학 당시),선호하는 학과 내 취업 관련 정보 공유 방법은 무엇인가요?,문헌정보학과에 어떤 취업 강화 프로그램이 필요하다고 생각하나요?,문헌정보학과에 어떤 진로 관련 프로그램이 필요하다고 생각하나요?,선지에 언급되지 않은 희망 진로 관련 프로그램을 자유롭게 작성해주세요.,재학생과 졸업생의 적절한 정보 교류 방법이 무엇이라고 생각하나요?,문헌정보학 전공자가 가질 수 있는 진로는 어떤 것이 있다고 생각하나요?,선지에 언급되지 않은 문헌정보학 전공자가 가질 수 있는 진로에 대해 자유롭게 작성해주세요.,희망/현재 근무 분야가 무엇인가요?,근무하고 싶은/있는 도서관 유형은 무엇인가요?,희망/현재 직종은 무엇인가요?,희망/현재 직무 계열을 작성해주세요. ,기타 근무 분야를 작성해주세요.,희망/현재 연봉 수준은 어느 정도 인가요?,예상/실제 취업 준비 기간은 어느 정도 인가요?,희망 진로와 취업을 위해 현재/과거 준비하고 있는 일이 있나요?,희망 진로와 취업을 위해 현재/과거 준비하고 있는 일은 무엇인가요?,희망 진로와 취업을 위해 현재/과거 준비하고 있는 일이 없는 이유가 무엇인가요?,취업 준비 중 가장 힘들 것 같은/힘들었던 일은 무엇인가요?,진로를 선택할 때 1순위로 중요하게 생각하는 가치는 무엇인가요? (취업자의 경우 취업 전),진로를 선택할 때 2순위로 중요하게 생각하는 가치는 무엇인가요? (취업자의 경우 취업 전),진로를 선택할 때 3순위로 중요하게 생각하는 가치는 무엇인가요? (취업자의 경우 취업 전),취업 후 직업 가치관의 변화가 있었나요?,취업 후 1순위로 중요하게 생각하는 가치는 무엇인가요?,취업 후 2순위로 중요하게 생각하는 가치는 무엇인가요?,취업 후 3순위로 중요하게 생각하는 가치는 무엇인가요?,현재 직무 만족도는 어떠한가요?,현재 근무지를 문헌정보학과 후배들에게 추천할 의향이 있나요?,대학원에 진학을 고려하고 있나요?/진학했나요?,어떤 대학원 진학을 희망하나요?/했나요? ,희망/실제 대학원 시기는 언제인가요?,대학원 진학의 목적은 무엇인가요?,대학원 진학 준비 중 어려웠던 점은 무엇인가요?,대학원 진학을 고려하지 않은 이유는 무엇인가요?,향후 대학원에 진학할 의향이 있나요?,향후 어떤 대학원에 진학하고 싶나요?
2023,20230114,학부 재학생,2021,N/A,아니오,예,사서,예,사서,N/A,희망 진로가 두 시기 다르지 않음,희망 진로가 두 시기 다르지 않음,관심분야가 무엇인지 모르겠다;진로에 대한 생각은 하고 있는데 뚜렷한 방향을 잡을 수 없다,친구들과 의논한다;자료를 찾아본다,자료조직 ,N/R,다양한 학문을 접할 수 있는 기회,학점 부담;시간적 부담(추가학기 가능성),그렇다,예,부전공-영어영문학과,N/A,평소 흥미나 적성과 관련되어서,학업 내용 부담;수강신청의 어려움;시간표 구성의 어려움,N/A,민간 채용 정보 사이트 (잡코리아/사람인 등);정부 채용 정보 사이트 (워크넷/월드잡 등);인터넷 포털 사이트 (네이버/다음 등),보통이다,학과 인스타그램,학과 선배 및 현직자 멘토링;기관/산학/취업 연계 프로그램 (실습/인턴);인사 초청 강연,진로 관련 로드맵;진로 탐방 프로그램,N/R,오픈채팅방(카카오톡 등);재학생/졸업생 대면 만남;학과 인스타그램,사서;사서교사;출판업;기록물 관리사;대학교 (교수 및 직원);데이터 전문가;개발자 (프로그래머);언론인;일반 사기업;공기업;공무원;로스쿨;자영업,N/R,사서직,공공도서관 (지자체/교육청 소속 도서관 등),N/A,N/A,N/A,3000만원 이상 3500만원 미만,E,아니오,N/A,아직 준비하기에 이르다고 생각해서,사회적 인식,적성과흥미,고용안정성,급여수준,N/A,N/A,N/A,N/A,N/A,N/A,아니오,N/A,N/A,N/A,N/A,연구에 관심 없음;높은 수업료,N/A,N/A
2023,20230115,학부 재학생,2020,N/A,아니오,아니오,N/A,예,데이터전문가;개발자(프로그래머);일반사기업;공기업;자영업,N/A,새로운 적성/관심분야 파악,문헌정보학과 수업;타과 수업;학회/소모임;동아리;공모전/프로젝트;인턴;교수님,진로에 대한 생각은 하고 있는데 뚜렷한 방향을 잡을 수 없다,선배들과 의논한다;교수님께 상담 신청을 한다;자료를 찾아본다;혼자 고민한다,정보학 ,데이터심화분석,다양한 학문을 접할 수 있는 기회,학습량 부담,그렇다,예,자기설계전공,자기설계전공-사회학과/응용통계학과/소프트웨어학부,평소 흥미나 적성과 관련되어서;진로의 필요조건을 갖추기 위해서;취업의 폭을 넓히기 위해서;주전공에 대한 지식을 확장할 수 있어서;학점 따기에 유리할 것 같아서,정보 부족;시간표 구성의 어려움,N/A,민간 채용 정보 사이트 (잡코리아/사람인 등);인터넷 포털 사이트 (네이버/다음 등);본교 취업 지원센터 및 레인보우 시스템,아니다,메일 (개인 이메일을 통한 취업 정보 공유);학과 단체 채팅방;졸업생과 재학생의 정기적 만남;직업 관련 강연,학과 선배 및 현직자 멘토링;교수님과의 상담/면담;직업 박람회 및 취업 컨설팅;인사 초청 강연,진로 관련 로드맵;강의 수강 로드맵;진로 관련 서적 추천;진로 탐방 프로그램,N/R,재학생/졸업생 대면 만남;학과 홈페이지,사서;사서교사;출판업;기록물 관리사;대학교 (교수 및 직원);데이터 전문가;개발자 (프로그래머);언론인;일반 사기업;공기업;공무원;로스쿨;자영업,N/R,사기업,N/A,E,N/A,N/A,4500만원 이상 5000만원 미만,E,예,학업성적;실습/인턴;교내활동(동아리/학생회/학회/스터디 등),N/A,N/A,적성과흥미,급여수준,사회적인식,N/A,N/A,N/A,N/A,N/A,N/A,예,자대 문헌정보학과,졸업 후 바로,자기계발;취업 준비;전문성 강화,기타,N/A,N/A,N/A
2023,20230116,학부 재학생,2020,N/A,아니오,예,사서;사서교사;기록물관리사,예,데이터전문가;개발자(프로그래머);일반사기업;공기업,N/A,현실적인 한계 인식;새로운 적성/관심분야 파악;학과 관련 직무에 대한 흥미 잃음,문헌정보학과 수업;동아리;공모전/프로젝트;인턴;선배;교수님,진로에 대한 생각은 하고 있는데 뚜렷한 방향을 잡을 수 없다,선배들과 의논한다;교수님께 상담 신청을 한다;자료를 찾아본다,정보학 ,N/R,다양한 학문을 접할 수 있는 기회;취업 선택의 폭 확장,시간적 부담(추가학기 가능성);전문성 약화,보통이다,예,복수전공-소프트웨어학부,N/A,평소 흥미나 적성과 관련되어서;진로의 필요조건을 갖추기 위해서;취업의 폭을 넓히기 위해서;주전공에 대한 지식을 확장할 수 있어서,학업량 부담;학업 내용 부담;수강신청의 어려움;시간표 구성의 어려움,N/A,민간 채용 정보 사이트 (잡코리아/사람인 등);인터넷 포털 사이트 (네이버/다음 등);본교 취업 지원센터 및 레인보우 시스템,보통이다,학과 인스타그램;학과 단체 채팅방;직업 관련 강연,학회/스터디;기관/산학/취업 연계 프로그램 (실습/인턴);직업 박람회 및 취업 컨설팅,진로 관련 로드맵,N/R,학과 홈페이지;학과 인스타그램;에브리타임,사서;사서교사;출판업;기록물 관리사;데이터 전문가;개발자 (프로그래머);일반 사기업;공기업;공무원,N/R,사기업,N/A,E,N/A,N/A,5000만원 이상 5500만원 미만,E,예,각종 자격증 취득;실습/인턴,N/A,N/A,급여수준,적성과흥미,고용안정성,N/A,N/A,N/A,N/A,N/A,N/A,예,자대 문헌정보학과,졸업 후 바로,자기계발;취업 준비;전문성 강화,높은 수업료,N/A,N/A,N/A
2023,20230117,학부 재학생,2020,N/A,아니오,예,사서,예,사서교사,N/A,기타,학점,기타,기타,자료조직 ,N/R,다양한 학문을 접할 수 있는 기회;취업 선택의 폭 확장,학점 부담;학습량 부담;시간적 부담(추가학기 가능성),매우 그렇다,예,복수전공-경영학부,N/A,평소 흥미나 적성과 관련되어서,학업량 부담,N/A,인터넷 포털 사이트 (네이버/다음 등),그렇다,졸업생과 재학생의 정기적 만남;직업 관련 강연,학회/스터디;학과 선배 및 현직자 멘토링;기관/산학/취업 연계 프로그램 (실습/인턴);직업 박람회 및 취업 컨설팅;인사 초청 강연,진로 탐방 프로그램,N/R,재학생/졸업생 대면 만남,사서;사서교사;출판업;기록물 관리사;대학교 (교수 및 직원);데이터 전문가;개발자 (프로그래머);언론인;일반 사기업;공기업;공무원;로스쿨;자영업,뭐든 할 수 있다,사서직,E,N/A,N/A,N/A,2500만원 이상 3000만원 미만,E,예,학업성적;봉사(사회기여) 활동;대외활동(서포터즈/학회/동아리/스터디 등),N/A,N/A,워라밸,자아실현,사회적인식,N/A,N/A,N/A,N/A,N/A,N/A,아니오,N/A,N/A,N/A,N/A,기타,N/A,N/A
2023,20230118,학부 재학생,2018,N/A,아니오,아니오,N/A,아니오,N/A,개인의 삶의 방향에 대한 가치관이 정립되지 않았음;아직 진로에 대해 고민하지 않고 있음;본인이 아직 뭘 잘하는지 잘 모름,희망 진로가 두 시기 다르지 않음;새로운 적성/관심분야 파악,타과 수업;학회/소모임,관심분야가 무엇인지 모르겠다,친구들과 의논한다;자료를 찾아본다,정보학 ,N/R,다양한 학문을 접할 수 있는 기회,학점 부담;시간적 부담(추가학기 가능성),보통이다,예,연계전공-유통관리,N/A,현실과 타협할 수밖에 없어서(낮은 학점/부족한 시간 등);전공심화를 선택하기 부담돼서,없음,N/A,인터넷 포털 사이트 (네이버/다음 등);기업/정부 및 관련 기관의 채용 박람회,보통이다,학과 홈페이지;메일 (개인 이메일을 통한 취업 정보 공유),학회/스터디;학과 선배 및 현직자 멘토링;교수님과의 상담/면담,진로 관련 로드맵,N/R,학과 인스타그램,사서교사;일반 사기업,N/R,E,E,E,E,E,5500만원 이상,E,예,실습/인턴,N/A,N/A,급여수준,조직문화,고용안정성,N/A,N/A,N/A,N/A,N/A,N/A,예,타대 타과,졸업 후 바로,취업 준비;전문성 강화,진학 준비 과정에 대한 정보 부족;진학 후 연구 내용에 대한 정보 부족;교수님/연구실과의 컨택 어려움,N/A,N/A,N/A
2023,20230119,학부 재학생,2021,N/A,아니오,예,사서;사서교사,예,기타,N/A,새로운 적성/관심분야 파악,진로 관련 정보 탐색,고민이 없다,자료를 찾아본다,도서관경영 ,N/R,다양한 학문을 접할 수 있는 기회;취업 선택의 폭 확장,시간적 부담(추가학기 가능성),그렇다,아니오,N/A,N/A,N/A,N/A,다전공에 대한 흥미나 필요성 못 느낌;원하는 다전공 이수를 위한 학점 커트라인이 높아서 기회가 없었음,민간 채용 정보 사이트 (잡코리아/사람인 등);정부 채용 정보 사이트 (워크넷/월드잡 등),아니다,학과 홈페이지;메일 (개인 이메일을 통한 취업 정보 공유);학과 단체 채팅방,학과 선배 및 현직자 멘토링;기관/산학/취업 연계 프로그램 (실습/인턴),진로 관련 로드맵;강의 수강 로드맵;진로 관련 서적 추천;진로 탐방 프로그램,N/R,재학생/졸업생 대면 만남;학과 홈페이지;학과 인스타그램,사서,N/R,사기업,N/A,E,N/A,N/A,5500만원 이상,E,예,학업성적;각종 자격증 취득;어학 준비,N/A,N/A,적성과흥미,급여수준,고용안정성,N/A,N/A,N/A,N/A,N/A,N/A,아니오,N/A,N/A,N/A,N/A,연구에 관심 없음,N/A,N/A
2023,20230120,학부 재학생,2023,N/A,아니오,예,사서;사서교사;출판업,예,사서;사서교사;출판업;대학교(교수및직원);일반사기업;공기업,N/A,희망 진로가 두 시기 다르지 않음;기타,진로 관련 정보 탐색;선배;교수님;학점,진로에 대한 생각은 하고 있는데 뚜렷한 방향을 잡을 수 없다,선배들과 의논한다;자료를 찾아본다;혼자 고민한다,정보서비스 ,N/R,다양한 학문을 접할 수 있는 기회;취업 선택의 폭 확장,학점 부담;학습량 부담;시간적 부담(추가학기 가능성),매우 그렇다,아니오,N/A,N/A,N/A,N/A,추후에 이수할 의향이 있음 (아직 시작하지 않음),정부 채용 정보 사이트 (워크넷/월드잡 등);인터넷 포털 사이트 (네이버/다음 등),보통이다,학과 인스타그램;학과 홈페이지;졸업생과 재학생의 정기적 만남;직업 관련 강연,학회/스터디;학과 선배 및 현직자 멘토링;교수님과의 상담/면담;기관/산학/취업 연계 프로그램 (실습/인턴);직업 박람회 및 취업 컨설팅;인사 초청 강연,진로 관련 로드맵;강의 수강 로드맵;진로 관련 서적 추천;진로 탐방 프로그램,N/R,재학생/졸업생 비대면 만남(ZOOM 등);재학생/졸업생 대면 만남;학과 홈페이지;학과 인스타그램,사서;사서교사;출판업;기록물 관리사;대학교 (교수 및 직원);데이터 전문가;일반 사기업;공기업;자영업,N/R,사서직,E,N/A,N/A,N/A,3000만원 이상 3500만원 미만,E,예,학업성적;교내활동(동아리/학생회/학회/스터디 등),N/A,N/A,적성과흥미,고용안정성,급여수준,N/A,N/A,N/A,N/A,N/A,N/A,예,자대 문헌정보학과,졸업 후 바로,전문성 강화;대학 교수 진로 희망,진학 준비 과정에 대한 정보 부족;진학 후 연구 내용에 대한 정보 부족,N/A,N/A,N/A
2023,20230121,학부 재학생,2021,N/A,아니오,예,사서;사서교사;공기업,예,일반사기업,N/A,현실적인 한계 인식;새로운 적성/관심분야 파악,타과 수업;진로 관련 정보 탐색,진로에 대한 정보를 얻을 곳이 없다,자료를 찾아본다;에브리타임에서 찾아본다;혼자 고민한다,도서관경영 ,독서;도서관경영/기획,다양한 학문을 접할 수 있는 기회;취업 선택의 폭 확장;인맥 확장,전문성 약화,그렇다,예,복수전공-응용통계학과,N/A,취업의 폭을 넓히기 위해서;현실과 타협할 수밖에 없어서(낮은 학점/부족한 시간 등),정보 부족,N/A,민간 채용 정보 사이트 (잡코리아/사람인 등);인터넷 포털 사이트 (네이버/다음 등);본교 취업 지원센터 및 레인보우 시스템,아니다,학과 단체 채팅방;졸업생과 재학생의 정기적 만남;직업 관련 강연,학회/스터디;학과 선배 및 현직자 멘토링;기관/산학/취업 연계 프로그램 (실습/인턴);인사 초청 강연,진로 관련 로드맵;강의 수강 로드맵;진로 탐방 프로그램,N/R,재학생/졸업생 비대면 만남(ZOOM 등);재학생/졸업생 대면 만남,사서;사서교사;출판업;기록물 관리사;대학교 (교수 및 직원);데이터 전문가;개발자 (프로그래머);공무원,N/R,사기업,N/A,경영/사무,N/A,N/A,4000만원 이상 4500만원 미만,E,예,학업성적;각종 자격증 취득;봉사(사회기여) 활동,N/A,N/A,적성과흥미,급여수준,사회적인식,N/A,N/A,N/A,N/A,N/A,N/A,아니오,N/A,N/A,N/A,N/A,연구에 관심 없음,N/A,N/A
2023,20230122,학부 재학생,2021,N/A,아니오,예,데이터전문가,아니오,N/A,개인의 삶의 방향에 대한 가치관이 정립되지 않았음;문헌정보학 전공자가 진출 가능한 분야에 대한 정보 부족;본인이 아직 뭘 잘하는지 잘 모름,현실적인 한계 인식;학과 관련 직무에 대한 흥미 잃음,기타,관심분야가 무엇인지 모르겠다;진로에 대한 정보를 얻을 곳이 없다,혼자 고민한다,도서관경영 ,N/R,다양한 학문을 접할 수 있는 기회;취업 선택의 폭 확장;인맥 확장,시간적 부담(추가학기 가능성),그렇다,아니오,N/A,N/A,N/A,N/A,다전공 이수 시 시간 부족이 염려됨,인터넷 포털 사이트 (네이버/다음 등),아니다,학과 인스타그램;메일 (개인 이메일을 통한 취업 정보 공유);직업 관련 강연,교수님과의 상담/면담,진로 관련 로드맵;강의 수강 로드맵,N/R,재학생/졸업생 대면 만남,사서;사서교사;출판업;기록물 관리사;대학교 (교수 및 직원);데이터 전문가;언론인;일반 사기업;자영업,N/R,기타,N/A,N/A,N/A,E,5000만원 이상 5500만원 미만,E,아니오,N/A,정해 둔 진로가 없어서,취업 정보 부족;심리적 부담감;고용 기회 부족,적성과흥미,급여수준,조직문화,N/A,N/A,N/A,N/A,N/A,N/A,아니오,N/A,N/A,N/A,N/A,높은 수업료;대학원에 대한 정보 부족,N/A,N/A
2023,20230123,학부 재학생,2021,N/A,아니오,예,언론인,아니오,N/A,본인이 아직 뭘 잘하는지 잘 모름,현실적인 한계 인식,대외활동;기타,관심분야가 무엇인지 모르겠다;진로에 대한 생각은 하고 있는데 뚜렷한 방향을 잡을 수 없다,친구들과 의논한다;자료를 찾아본다,정보학 ,N/R,다양한 학문을 접할 수 있는 기회;취업 선택의 폭 확장,학점 부담;시간적 부담(추가학기 가능성),그렇다,예,복수전공-소프트웨어학부,N/A,취업의 폭을 넓히기 위해서;주전공에 대한 지식을 확장할 수 있어서,정보 부족;학업 내용 부담,N/A,민간 채용 정보 사이트 (잡코리아/사람인 등);정부 채용 정보 사이트 (워크넷/월드잡 등),그렇다,학과 인스타그램;학과 홈페이지;학과 단체 채팅방,학회/스터디;학과 선배 및 현직자 멘토링;기관/산학/취업 연계 프로그램 (실습/인턴),진로 관련 로드맵,N/R,재학생/졸업생 비대면 만남(ZOOM 등);학과 홈페이지;에브리타임,사서;사서교사;출판업;기록물 관리사;데이터 전문가;개발자 (프로그래머);언론인;일반 사기업;공기업,N/R,사기업,N/A,경영/사무;서비스,N/A,N/A,4000만원 이상 4500만원 미만,E,예,각종 자격증 취득;교내활동(동아리/학생회/학회/스터디 등);대외활동(서포터즈/학회/동아리/스터디 등),N/A,N/A,적성과흥미,고용안정성,사회적인식,N/A,N/A,N/A,N/A,N/A,N/A,아니오,N/A,N/A,N/A,N/A,연구에 관심 없음,N/A,N/A
2023,20230124,학부 재학생,2023,N/A,아니오,예,사서;사서교사,예,사서,N/A,희망 진로가 두 시기 다르지 않음,희망 진로가 두 시기 다르지 않음,진로에 대한 생각은 하고 있는데 뚜렷한 방향을 잡을 수 없다,친구들과 의논한다;자료를 찾아본다;혼자 고민한다,도서관경영 ,N/R,취업 선택의 폭 확장,학습량 부담;시간적 부담(추가학기 가능성),그렇다,아니오,N/A,N/A,N/A,N/A,다전공 이수 시 시간 부족이 염려됨;다전공에 대한 흥미나 필요성 못 느낌,민간 채용 정보 사이트 (잡코리아/사람인 등);정부 채용 정보 사이트 (워크넷/월드잡 등);인터넷 포털 사이트 (네이버/다음 등),보통이다,학과 인스타그램;메일 (개인 이메일을 통한 취업 정보 공유);학과 단체 채팅방;직업 관련 강연,학과 선배 및 현직자 멘토링;기관/산학/취업 연계 프로그램 (실습/인턴);인사 초청 강연,진로 탐방 프로그램,"일일 사서 체험(ex 대학 도서관 사서, 사서교사, 사서직 공무원 등을 직접 체험해 볼 수 있는)",오픈채팅방(카카오톡 등);재학생/졸업생 비대면 만남(ZOOM 등);재학생/졸업생 대면 만남;학과 인스타그램,사서;사서교사;출판업;기록물 관리사;대학교 (교수 및 직원);데이터 전문가;일반 사기업;공기업,N/R,사서직,공공도서관 (지자체/교육청 소속 도서관 등),N/A,N/A,N/A,2500만원 이상 3000만원 미만,E,아니오,N/A,아직 준비하기에 이르다고 생각해서,취업 정보 부족;심리적 부담감;고용 기회 부족,고용안정성,사회적인식,급여수준,N/A,N/A,N/A,N/A,N/A,N/A,아니오,N/A,N/A,N/A,N/A,연구에 관심 없음,N/A,N/A
2023,20230125,학부 재학생,2019,N/A,아니오,아니오,N/A,예,사서,N/A,현실적인 한계 인식,학회/소모임,관심분야가 무엇인지 모르겠다;진로에 대한 생각은 하고 있는데 뚜렷한 방향을 잡을 수 없다,친구들과 의논한다;선배들과 의논한다;에브리타임에서 찾아본다,정보서비스 ,N/R,다양한 학문을 접할 수 있는 기회;취업 선택의 폭 확장,학습량 부담;시간적 부담(추가학기 가능성),보통이다,예,복수전공-응용통계학과,N/A,취업의 폭을 넓히기 위해서,학업량 부담;학업 내용 부담;수강신청의 어려움,N/A,인터넷 포털 사이트 (네이버/다음 등),보통이다,학과 인스타그램;학과 홈페이지;학과 단체 채팅방;졸업생과 재학생의 정기적 만남,학회/스터디;학과 선배 및 현직자 멘토링;기관/산학/취업 연계 프로그램 (실습/인턴),진로 관련 로드맵,N/R,재학생/졸업생 비대면 만남(ZOOM 등);학과 인스타그램,사서;사서교사;기록물 관리사;대학교 (교수 및 직원),N/R,사서직,공공도서관 (지자체/교육청 소속 도서관 등),N/A,N/A,N/A,4000만원 이상 4500만원 미만,E,예,대외활동(서포터즈/학회/동아리/스터디 등),N/A,N/A,워라밸,고용안정성,급여수준,N/A,N/A,N/A,N/A,N/A,N/A,아니오,N/A,N/A,N/A,N/A,연구에 관심 없음;대학원에 대한 정보 부족,N/A,N/A
2023,20230126,학부 재학생,2023,N/A,아니오,예,사서;사서교사;데이터전문가;일반사기업;공기업,예,사서;기록물관리사;데이터전문가;일반사기업;공기업;기타,N/A,새로운 적성/관심분야 파악,문헌정보학과 수업;타과 수업;아르바이트;대외활동;진로 관련 정보 탐색;학점,진로에 대한 생각은 하고 있는데 뚜렷한 방향을 잡을 수 없다,자료를 찾아본다,정보학 ,N/R,다양한 학문을 접할 수 있는 기회;취업 선택의 폭 확장;인맥 확장,학습량 부담;전문성 약화,매우 그렇다,아니오,N/A,N/A,N/A,N/A,추후에 이수할 의향이 있음 (아직 시작하지 않음),민간 채용 정보 사이트 (잡코리아/사람인 등);민간 채용 정보 사이트 (잡코리아/사람인 등),보통이다,학과 인스타그램;메일 (개인 이메일을 통한 취업 정보 공유);학과 단체 채팅방;졸업생과 재학생의 정기적 만남;직업 관련 강연,학회/스터디;학과 선배 및 현직자 멘토링;기관/산학/취업 연계 프로그램 (실습/인턴);인사 초청 강연,진로 관련 로드맵;강의 수강 로드맵,N/R,오픈채팅방(카카오톡 등);재학생/졸업생 대면 만남;학과 인스타그램,사서;사서교사;출판업;기록물 관리사;대학교 (교수 및 직원);데이터 전문가;개발자 (프로그래머);일반 사기업;공기업;로스쿨,N/R,사기업,N/A,E,N/A,N/A,4500만원 이상 5000만원 미만,E,예,학업성적;각종 자격증 취득;대외활동(서포터즈/학회/동아리/스터디 등),N/A,N/A,자아실현,적성과흥미,급여수준,N/A,N/A,N/A,N/A,N/A,N/A,아니오,N/A,N/A,N/A,N/A,대학원에 대한 정보 부족;기타,N/A,N/A
