Year,ID,Please indicate your graduation status.,Please provide your year of enrollment (graduation year for graduates),Are you currently employed?,Are you pursuing a major other than Library and Information Science(LIS)?,Did you have a career goal when you entered school?,What is your intended career path at the time of admission?,Do you currently have a career goal?,What career path do you intend to pursue currently?,Why aren't you currently pursuing a career path?,"If your career aspirations have changed since you entered school, what prompted the change?",What influenced your career aspirations then and now?,What are your usual career concerns?,How do you usually approach concerns regarding your career?,What are your favorite topics in the library and information science curriculum?,Describe any supplementary courses you'd wish to be introduced within the Department of LIS,What are the benefits of a multidisciplinary major?,What are the disadvantages of a multidisciplinary major?,Do you believe that obtaining a multidisciplinary major will enhance your employment prospects?,Did you choose a multidisciplinary major during your undergraduate program?,What multidisciplinary major have you chosen?,"If you've designed your own major(self-design major) or pursued multiple majors, please provide a list of all the majors included in your program.",What influenced your decision to pursue this multidisciplinary major?,What are some of the challenges and issues you faced while completing a multidisciplinary program?,What influenced your choice to not complete a multidisciplinary major?,How do you usually get information about employment?,Did you feel that information within the department was adequately shared about employment opportunities (when you were an undergraduate student),What is your preferred method of sharing information about employment within your department?,What career enrichment programs do you think are needed in the LIS?,What career-related programs do you think are needed in the LIS?,Please write any desired career-related programs in LIS that were not mentioned in the above options.,How do you think we should communicate with undergraduate students and alumni?,What career paths do you think are available to a LIS major?,Please write any possible career paths for LIS majors that aren't mentioned in the above options.,What field of work are you currently in or aiming for?,What type of library do you work in or want to work in?,What is your desired/current specific occupation?,What is your desired/current job area?,Please write in any additional desired or current career field.,What annual salary range are you hoping for or currently earning?,How long do you expect/did it take to become prepared for employment?,Are you currently taking any steps to prepare for your desired career path and future employment?,What specific activities or preparations are you currently undertaking/did you previously engage in to position yourself for your desired career path?,What has stopped you from pursuing your desired career path?,What was the toughest hurdle you faced while getting prepared for your job/career field?,What is the most important value for you when choosing a career path after getting a job?,What is your second most important value when choosing a career path?,What is your third most important value when choosing a career path?,Did your work values change after starting your job/career?,What has become the most important factor for you when considering career paths after gaining work experience?,What has become the second most important factor for you when considering career paths after gaining work experience?,What has become the third most important factor for you when considering career paths after gaining work experience?,How satisfied are you with your current job?,Would you recommend your current workplace to undergraduate students in the LIS?,"Are you considering going to graduate school, or have you already attended?",Which graduate school do you want to attend or have you attended?,"When do you plan to start graduate school, or when did you actually start your studies?",What is the purpose of attending graduate school?,What were some of the challenges you faced while getting ready for graduate school?,Why haven't you thought about attending graduate school?,Do you plan to go to graduate school in the future?,What graduate school are you interested in attending in the future?
2022,20220131,Undergraduate students,2021,N/A,No,Yes,Librarians;Government employees (except librarians),Yes,Librarians;Government employees (except librarians),N/A,Your desired career path is not different at either time,Desired career path is not different at either time,"No place to get career information;I'm thinking about a career, but I don't have a clear direction",Discuss with friends;Do an internet search;Browse in Everytime;Keep to yourself,Classification and cataloging,N/R,Interdisciplinary opportunities;Expand your career options;Expand your connections,Credit burden;Workload burden;Time burden (possible extra semester),N/Q,No,N/A,N/A,N/A,N/A,No interest or need for a multidisciplinary major,"Private recruitment sites (e.g. Job Korea, Saramin, etc.);Government job sites (e.g. WorkNet, WorldJob, etc.);Internet portal sites (e.g. Google, Naver, etc.)",Neither agree nor disagree,LIS group chatting;Regular meetings between alumni and current students,Conferences/Studies;Mentoring from department seniors and incumbents;Institutional/Academic/Employment Linkage Programs (Practicum/Internship),Career-related roadmaps,N/R,"LIS group chatting;Meet with current students/alumni non-face-to-face (ZOOM, etc.);Meet with current students/alumni face-to-face",Librarians;Teacher librarians;Publishing;Archivist;Universities(Professor or Staff);Data specialist;Developers (programmers);Journalist;Private enterprise;Public enterprise;Government employees (except librarians),N/R,Librarians,National libraries;Public libraries,N/A,N/A,N/A,Over 30 million won and under 35 million won,1 year,No,N/A,"I have a career path in mind, but I'm not sure what I want to do.",N/Q,Job security,Salary,Organizational culture,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,Not interested in research,N/A,N/A
2022,20220132,Undergraduate students,2019,N/A,No,No,N/A,Yes,Journalist,N/A,Your desired career path is not different at either time,Desired career path is not different at either time,Other,Discuss with friends;Do an internet search;Keep to yourself,Classification and cataloging,N/R,Interdisciplinary opportunities,Credit burden;Workload burden;Time burden (possible extra semester),N/Q,No,N/A,N/A,N/A,N/A,Didn't have the opportunity due to the high grades cutoff for your desired multidisciplinary major,"Private recruitment sites (e.g. Job Korea, Saramin, etc.)",Neither agree nor disagree,LIS official Instagram;LIS group chatting,Conferences/Studies;Institutional/Academic/Employment Linkage Programs (Practicum/Internship);Job fairs and career consulting,Career Exploration Program,N/R,LIS group chatting;LIS official Instagram;Everytime(student online community),Librarians;Teacher librarians;Archivist;Universities(Professor or Staff);Data specialist;Journalist;Public enterprise;Government employees (except librarians);Law school,N/R,Private enterprise,N/A,Other,N/A,N/A,Over 55 million won,1 year,Yes,Grades;Earn certifications;Language preparation,N/A,N/A,Aptitude and interest,Salary,Work-Life balance,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,Not interested in research,N/A,N/A
2022,20220133,Undergraduate students,2019,N/A,No,Yes,Librarians;Teacher librarians;Data specialist;Developers (programmers);Journalist;Private enterprise;Government employees (except librarians),Yes,Librarians;Data specialist;Developers (programmers);Government employees (except librarians),N/A,Recognize realistic limitations,Classes in the Department of Library and Information Science;Other major classes;Failed to complete curriculum for teaching profession;Explore career-related information,No place to get career information,Do an internet search;Browse in Everytime;Utilize your school's career counseling center;Keep to yourself,Information Science,N/R,Interdisciplinary opportunities;Expand your career options,Workload burden;Time burden (possible extra semester),N/Q,Yes,Multi major-College of Software,N/A,Related to my interests and aptitudes;To broaden your job search,Burden of amount of studies;Burden of contents of studies;Difficulty signing up for a course,N/A,"Private recruitment sites (e.g. Job Korea, Saramin, etc.);Internet portal sites (e.g. Google, Naver, etc.);The University's Career Center (e.g. Rainbow System)",Neither agree nor disagree,LIS website;Regular meetings between alumni and current students;Lectures about career,Conferences/Studies;Mentoring from department seniors and incumbents;Institutional/Academic/Employment Linkage Programs (Practicum/Internship),Career-related roadmaps;Roadmap for taking courses;Career Exploration Program,N/R,LIS group chatting;Meet with current students/alumni face-to-face;LIS website;Everytime(student online community),Librarians;Teacher librarians;Publishing;Archivist;Universities(Professor or Staff);Data specialist;Developers (programmers);Journalist;Private enterprise;Public enterprise;Government employees (except librarians);Law school,N/R,Librarians,National libraries,N/A,N/A,N/A,Over 25 million won and under 30 million won,2 years,Yes,Grades;Extracurricular activities (clubs/sororities/societies/studies/etc.),N/A,N/A,Work-Life balance,Job security,Self-realization,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,Not interested in research,N/A,N/A
2022,20220134,Undergraduate students,2019,N/A,Yes,No,N/A,No,N/A,Lack of information about possible career paths for LIS majors;You don't know what you're good at yet,Identify new aptitudes/interests,No desired career path in either period,I don't know what I'm interested in,Browse in Everytime,Information Science,N/R,Expand your career options,Time burden (possible extra semester),N/Q,No,N/A,N/A,N/A,N/A,Didn't have the opportunity due to the high grades cutoff for your desired multidisciplinary major,"Internet portal sites (e.g. Google, Naver, etc.)",Neither agree nor disagree,LIS group chatting,Talk/meet with a professor,Book recommendations about career,N/R,LIS website,etc (please answer in the questions below),N/R,Government employees (except librarians),N/A,N/A,E,N/A,Over 40 million won and under 45 million won,3 years,Yes,Extracurricular activities (clubs/sororities/societies/studies/etc.),N/A,N/A,Self-realization,Organizational culture,Aptitude and interest,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,Not interested in research,N/A,N/A
2022,20220135,Undergraduate students,2019,N/A,No,No,N/A,Yes,Other,N/A,No desired career path in either period,No desired career path in either period,No worries,Keep to yourself,Information Science,N/R,Expand your career options,Workload burden;Time burden (possible extra semester),N/Q,No,N/A,N/A,N/A,N/A,Concerned about running out of time to complete a multidisciplinary major;No interest or need for a multidisciplinary major;Didn't have the opportunity due to the high grades cutoff for your desired multidisciplinary major,Job fairs at corporate/government and related organizations,Neither agree nor disagree,Lectures about career,Mentoring from department seniors and incumbents;Talk/meet with a professor,Roadmap for taking courses,N/R,Meet with current students/alumni face-to-face,Librarians;Teacher librarians;Publishing;Archivist;Universities(Professor or Staff);Private enterprise;Public enterprise;Government employees (except librarians);Law school,N/R,Other,N/A,N/A,N/A,Professions,Over 55 million won,Within 1 year,Yes,Language preparation,N/A,N/A,Aptitude and interest,Work-Life balance,Society perception,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,Not interested in research,N/A,N/A
2022,20220136,Undergraduate students,2021,N/A,No,Yes,Librarians,No,N/A,Lack of values about the direction of your personal life;You don't know what you like yet,Your desired career path is not different at either time,Desired career path is not different at either time,"I don't know what I'm interested in;I'm thinking about a career, but I don't have a clear direction",Discuss with friends;Do an internet search;Browse in Everytime;Keep to yourself,Classification and cataloging,Record management,Interdisciplinary opportunities;Expand your career options,Credit burden;Time burden (possible extra semester),N/Q,No,N/A,N/A,N/A,N/A,No interest or need for a multidisciplinary major,"Internet portal sites (e.g. Google, Naver, etc.)",Neither agree nor disagree,LIS official Instagram;LIS website;LIS group chatting;Lectures about career,Mentoring from department seniors and incumbents;Talk/meet with a professor;Institutional/Academic/Employment Linkage Programs (Practicum/Internship),Career-related roadmaps;Career Exploration Program,N/R,"Meet with current students/alumni non-face-to-face (ZOOM, etc.);LIS official Instagram;Everytime(student online community)",Librarians;Teacher librarians;Publishing;Archivist;Private enterprise;Public enterprise,N/R,Librarians,National libraries;University libraries,N/A,N/A,N/A,Over 30 million won and under 35 million won,2 years,Yes,Grades;Extracurricular activities (clubs/sororities/societies/studies/etc.),N/A,N/A,Aptitude and interest,Salary,Organizational culture,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,Not interested in research,N/A,N/A
2022,20220137,Undergraduate students,2019,N/A,No,No,N/A,No,N/A,Lack of values about the direction of your personal life;You don't know what you're good at yet;You don't know what you like yet,No desired career path in either period,No desired career path in either period,I don't know what I'm interested in,Discuss with friends;Do an internet search,Information Science,N/R,Interdisciplinary opportunities;Expand your career options,Workload burden,N/Q,No,N/A,N/A,N/A,N/A,Didn't have the opportunity due to the high grades cutoff for your desired multidisciplinary major,"Private recruitment sites (e.g. Job Korea, Saramin, etc.);Government job sites (e.g. WorkNet, WorldJob, etc.);Internet portal sites (e.g. Google, Naver, etc.)",Neither agree nor disagree,LIS website;Lectures about career,Mentoring from department seniors and incumbents;Institutional/Academic/Employment Linkage Programs (Practicum/Internship);Job fairs and career consulting,Career Exploration Program,N/R,LIS website;LIS official Instagram,Librarians;Teacher librarians;Publishing;Archivist;Universities(Professor or Staff);Data specialist;Private enterprise;Public enterprise;Government employees (except librarians),N/R,Librarians,Small libraries,N/A,N/A,N/A,Over 30 million won and under 35 million won,2 years,Yes,Grades;Earn certifications,N/A,N/A,Job security,Organizational culture,Aptitude and interest,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,Not interested in research,N/A,N/A
2022,20220138,Undergraduate students,2022,N/A,No,Yes,Librarians;Teacher librarians,Yes,Librarians;Teacher librarians;Data specialist,N/A,Your desired career path is not different at either time,Desired career path is not different at either time,"I'm thinking about a career, but I don't have a clear direction",Discuss with friends;Do an internet search,Library management,N/R,Expand your career options;Expand your connections,Workload burden;Time burden (possible extra semester),N/Q,No,N/A,N/A,N/A,N/A,Other,The University's Career Center (e.g. Rainbow System),Agree,LIS website;Regular meetings between alumni and current students,Mentoring from department seniors and incumbents;Institutional/Academic/Employment Linkage Programs (Practicum/Internship),Career-related roadmaps;Career Exploration Program,N/R,LIS group chatting;Meet with current students/alumni face-to-face,Librarians;Teacher librarians;Archivist;Data specialist;Private enterprise;Public enterprise,N/R,Librarians,National libraries;Public libraries,N/A,N/A,N/A,Over 30 million won and under 35 million won,Within 1 year,Yes,Grades;Language preparation;Extracurricular activities (clubs/sororities/societies/studies/etc.),N/A,N/A,Salary,Job security,Organizational culture,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,Not interested in research,N/A,N/A
2022,20220139,Undergraduate students,2021,N/A,No,No,N/A,Yes,Data specialist;Private enterprise;Public enterprise,N/A,Identify new aptitudes/interests,Classes in the Department of Library and Information Science;Part-time job;Explore career-related information,"I'm thinking about a career, but I don't have a clear direction",Discuss with friends;Do an internet search;Browse in Everytime;Keep to yourself,Information Service,N/R,Expand your career options,Workload burden;Time burden (possible extra semester),N/Q,No,N/A,N/A,N/A,N/A,No interest or need for a multidisciplinary major,"Private recruitment sites (e.g. Job Korea, Saramin, etc.)",Disagree,LIS official Instagram;LIS group chatting;Lectures about career,Conferences/Studies;Mentoring from department seniors and incumbents;Institutional/Academic/Employment Linkage Programs (Practicum/Internship),Career Exploration Program,N/R,LIS group chatting;LIS official Instagram;Everytime(student online community),Librarians;Teacher librarians;Publishing;Archivist;Universities(Professor or Staff);Data specialist;Journalist;Private enterprise;Public enterprise;Government employees (except librarians),N/R,Private enterprise,N/A,Management/Office;Distribution/Sales,N/A,N/A,Over 35 million won and under 40 million won,1 year,Yes,Grades,N/A,N/A,Aptitude and interest,Salary,Organizational culture,N/A,N/A,N/A,N/A,N/A,N/A,No,N/A,N/A,N/A,N/A,Not interested in research;High tuition fees,N/A,N/A
2022,20220140,Undergraduate students,2019,N/A,Yes,Yes,Archivist,No,N/A,Lack of information about possible career paths for LIS majors;You don't know what you're good at yet,Identify new aptitudes/interests;Losing interest in academic-related jobs,Classes in the Department of Library and Information Science;Other major classes;Upper classmen;Friends,"I don't know what I'm interested in;I'm thinking about a career, but I don't have a clear direction",Talk to your seniors;Do an internet search;Keep to yourself,Library management,N/R,Interdisciplinary opportunities,Workload burden;Time burden (possible extra semester),N/Q,Yes,Multi major-School of European Languages and Cultures,N/A,Related to my interests and aptitudes;To broaden your job search;Don't want to choose an advanced majors,Lack of information;Burden of contents of studies;Difficulty organizing timetables,N/A,"Private recruitment sites (e.g. Job Korea, Saramin, etc.);Internet portal sites (e.g. Google, Naver, etc.);Job fairs at corporate/government and related organizations",Disagree,LIS official Instagram;LIS website;Mail (sharing job information via personal email);Lectures about career,Institutional/Academic/Employment Linkage Programs (Practicum/Internship);Job fairs and career consulting,Career-related roadmaps;Career Exploration Program,N/R,"LIS group chatting;Meet with current students/alumni non-face-to-face (ZOOM, etc.);Meet with current students/alumni face-to-face;LIS website;LIS official Instagram",Librarians;Archivist;Universities(Professor or Staff);Private enterprise;Public enterprise;Government employees (except librarians),N/R,Private enterprise,N/A,Management/Office;Distribution/Sales,N/A,N/A,Over 35 million won and under 40 million won,Within 1 year,Yes,Grades;Volunteer activity;Language preparation,N/A,N/A,Aptitude and interest,Salary,Work-Life balance,N/A,N/A,N/A,N/A,N/A,N/A,Yes,LIS in same university as undergraduate,Immediately after graduation,Get ready for work;Strengthening of expertise,High tuition fees,N/A,N/A,N/A
